underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.29,0.26,-3.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.33,0.3,-3.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,590.0,QQQ|4/1/2026|C|590.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.15,0.13,-2.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $590.00
QQQ,4/1/2026,C,590.0,QQQ|4/1/2026|C|590.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.15,0.13,-2.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $590.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.08,0.1,2.0,6.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,9,0.08,0.1,2.0,18.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.1,2.0,2.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.08,0.1,2.0,6.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,591.0,QQQ|4/1/2026|C|591.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,9,0.08,0.1,2.0,18.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $591.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.08,0.07,-1.0,-5.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.08,0.07,-1.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.1,0.09,-1.0,-5.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.1,0.09,-1.0,-1.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.08,0.07,-1.0,-5.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.08,0.07,-1.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.08,0.07,-1.0,-1.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,5,0.1,0.09,-1.0,-5.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,C,592.0,QQQ|4/1/2026|C|592.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.1,0.09,-1.0,-1.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $592.00
QQQ,4/1/2026,P,574.0,QQQ|4/1/2026|P|574.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.21,0.14,-7.0,-21.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $574.00
QQQ,4/1/2026,P,574.0,QQQ|4/1/2026|P|574.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.21,0.17,-4.0,-4.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $574.00
QQQ,4/1/2026,P,574.0,QQQ|4/1/2026|P|574.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.21,0.14,-7.0,-21.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $574.00
QQQ,4/1/2026,P,574.0,QQQ|4/1/2026|P|574.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.21,0.17,-4.0,-4.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $574.00
QQQ,4/1/2026,P,578.0,QQQ|4/1/2026|P|578.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.51,0.39,-12.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $578.00
QQQ,4/1/2026,P,578.0,QQQ|4/1/2026|P|578.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.51,0.39,-12.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $578.00
QQQ,4/1/2026,P,579.0,QQQ|4/1/2026|P|579.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.34,0.31,-3.0,-3.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $579.00
QQQ,4/1/2026,P,579.0,QQQ|4/1/2026|P|579.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.47,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $579.00
QQQ,4/1/2026,P,579.0,QQQ|4/1/2026|P|579.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.34,0.31,-3.0,-3.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $579.00
QQQ,4/1/2026,P,579.0,QQQ|4/1/2026|P|579.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.47,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $579.00
QQQ,4/1/2026,P,580.0,QQQ|4/1/2026|P|580.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.31,0.24,-7.0,-14.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $580.00
QQQ,4/1/2026,P,580.0,QQQ|4/1/2026|P|580.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.31,0.24,-7.0,-14.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $580.00
QQQ,4/1/2026,P,580.0,QQQ|4/1/2026|P|580.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.31,0.24,-7.0,-14.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $580.00
QQQ,4/1/2026,P,580.0,QQQ|4/1/2026|P|580.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.31,0.24,-7.0,-14.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $580.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.66,0.03,-63.0,-63.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.18,0.12,-6.0,-6.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.18,0.12,-6.0,-6.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.3,0.26,-4.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.55,0.46,-9.0,-27.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.66,0.03,-63.0,-63.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.18,0.12,-6.0,-6.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.18,0.12,-6.0,-6.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.3,0.26,-4.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,582.0,QQQ|4/1/2026|P|582.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.55,0.46,-9.0,-27.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $582.00
QQQ,4/1/2026,P,583.0,QQQ|4/1/2026|P|583.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.37,0.79,-58.0,-58.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $583.00
QQQ,4/1/2026,P,583.0,QQQ|4/1/2026|P|583.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.37,0.79,-58.0,-58.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $583.00
QQQ,4/1/2026,P,584.0,QQQ|4/1/2026|P|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.38,0.33,-5.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $584.00
QQQ,4/1/2026,P,584.0,QQQ|4/1/2026|P|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.04,0.76,-28.0,-28.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $584.00
QQQ,4/1/2026,P,584.0,QQQ|4/1/2026|P|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.38,0.33,-5.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $584.00
QQQ,4/1/2026,P,584.0,QQQ|4/1/2026|P|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.04,0.76,-28.0,-28.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $584.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.38,1.96,158.0,158.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.07,0.6,-47.0,-47.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.15,0.9,-25.0,-25.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.38,1.96,158.0,158.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.07,0.6,-47.0,-47.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,585.0,QQQ|4/1/2026|P|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.15,0.9,-25.0,-25.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $585.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.06,2.4,134.0,134.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.35,0.71,36.0,36.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.92,0.74,-18.0,-18.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.83,0.74,-9.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.06,2.4,134.0,134.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.35,0.71,36.0,36.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.92,0.74,-18.0,-18.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $586.00
QQQ,4/1/2026,P,586.0,QQQ|4/1/2026|P|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.83,0.74,-9.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Put $586.00
SPY,4/1/2026,C,659.0,SPY|4/1/2026|C|659.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.49,0.02,-47.0,-94.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 4/1/2026 Call $659.00
SPY,4/1/2026,C,659.0,SPY|4/1/2026|C|659.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.49,0.02,-47.0,-94.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 4/1/2026 Call $659.00
QQQ,4/2/2026,C,578.0,QQQ|4/2/2026|C|578.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.55,2.44,89.0,89.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $578.00
QQQ,4/2/2026,C,578.0,QQQ|4/2/2026|C|578.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.55,2.3,75.0,75.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $578.00
QQQ,4/2/2026,C,578.0,QQQ|4/2/2026|C|578.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.55,2.44,89.0,89.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $578.00
QQQ,4/2/2026,C,578.0,QQQ|4/2/2026|C|578.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.55,2.3,75.0,75.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $578.00
QQQ,4/2/2026,C,581.0,QQQ|4/2/2026|C|581.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.12,4.78,366.0,366.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $581.00
QQQ,4/2/2026,C,581.0,QQQ|4/2/2026|C|581.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.12,4.78,366.0,366.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $581.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.1,3.12,202.0,202.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2,0.58,0.68,10.0,20.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.58,0.68,10.0,10.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,1.1,3.12,202.0,202.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2,0.58,0.68,10.0,20.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,583.0,QQQ|4/2/2026|C|583.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.58,0.68,10.0,10.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $583.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.23,0.13,-10.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.23,0.13,-10.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.26,0.13,-13.0,-13.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.23,0.13,-10.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.23,0.13,-10.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,584.0,QQQ|4/2/2026|C|584.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,0.26,0.13,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/2/2026 Call $584.00
QQQ,4/2/2026,C,585.0,QQQ|4/2/2026|C|585.0,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,2.04,0.85,-119.0,-119.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/2/2026 Call $585.00
